text,sentiment
salah satu fasilitas dari bpjs kesehatan adalah menjalani cuci darah dengan gratis dan ini sdh terbukti,1
syukurlah masyarakat terbantu banget dengan ada jkn kis peserta bpjs kesehatan lancar menjalani cuci darah,1
dana segitu buat bpjs pun hanya untuk dapetin fasilitas kesehatan doang kan itu pun untung untungan kalo dapet rumah sakit yang emang pelayanan bpjs nya bagus,1
kesehatan hati ga ditanggung bpjs,0
mengeluh bpjs naik tapi jaga kesehatan sendiri gak mau,1
di tengah pandemi seperti ini bahagia rasanya baca kabar pasien bpjs mendapat layanan cuci darah di tengah wabah corona,1
menjadi peserta bpjs kesehatan membantu sanak kerabat kita terjaga kesehatannya salah satunya dengan fasilitas cuci darah yang disediakannya terima kasih bpjs,1
kebayang ga sih slur kalau keluarga kita ada yang kena gagal ginjal dan harus cuci darah tiap minggu untuk menyambung hidup pasti sedih kalau ga punya kartu jkn kis terima kasih bpjs,1
kalau sakit hanya meriang dan batuk flu manfaat kartu jkn kis tidak akan berasa berbeda kalau misalnya keluarga kita harus cuci darah karena gagal ginjal ikut serta bpjs kesehatan pasti amat membantu,1
beruntunglah pasien ini menjadi peserta jkn kis sehingga dia bisa membayar biaya cuci darahnya,1
bukan cuma ini saja masih banyak banget yang merasa tertolong dengan adanya jkn kis contohnya di bawah ini nih,1
teruntuk bapak kami ikhlas membayar kenaikan bpjs kami tidak akan pernah menurunkan kelasnya doakan kami agar selalu mampu membayarkan bpjs kesehatan untuk kalian teruntuk mama sehat selalu cukup bapak yang meminum obat seumur hidupnya tertanda anakamu terima kasih bpjs,1
memang penanganan beberapa rs terhadap pasien bpjs masih kurang tapi di sisi lain ngebantu banget kalau lagi butuh penanganan kesehatan,1
empat hari berturut turut emosi gara gara pelayanan bpjs kesehatan gak bener walau aku cuma perantara merasa bertanggung jawabnya itu loh bikin ketegangan pusing kepala kapan benernya sih mereka sejak bulan lalu pelayanan kok merosot ngurus bpjs kesehatan bikin badan jadi gak sehat,0
bukti bahwa bpjs kesehatan menolong rakyat ketika sakit peserta bpjs kesehatan lancar menjalani cuci darah di tengah wabah corona begini,1
bpjs kesehatan memudahkan peserta turun kelas perawatan,1
benar mba bisa jor joran ngeluarin duit untungnya ada bpjs kesehatan,1
amerika punya utang rakyatnya terjamin orang nganggur aja dapat tunjangan lah disini leher di jerat untuk kenaikan bpjs itu uang sendiri untuk jamin kesehatan sendiri amerika kesehatan di jamin negara tidak jelas lo cebong ngepet,0
bpjs kesehatan adalah layanan kesehatan terbaik yang pernah ada,1
peserta bpjs kesehatan lancar menjalani cuci darah dengan adanya jkn kis semoga bpjs terus memberikan pelayanan terbaik bagi masyarakat,1
manfaat bpjs kesehatan yang kerasa banget tuh contohnya untuk pasien cuci darah biayanya enggak sedikit tapi bisa terdilindungi,1
salah satu pasien yang ketolong banget sma bpjs kesehatan tu pasien cuci darah waktu aku op tahun lalu dapat kamar ranap depan ruang cuci darah banyak pasien yang sangat senang dan tertolong,1
terima kasih bpjs mungkin sudah habis jutaan rupiah untuk perawatan masa lansia ibu saya jalani untuk yang masih ngotot gak mau ikut bpjs ataupun asuransi kesehatan lain saya doakan kalian tetap sehat tidak jatuh sakit karena biaya berobat itu mahal,1
ngakak sih ini kena gurauan bpjs kesehatan katanya ga naik tiba tiba iuran naik,0
gak kebayang besarnya biaya yang harus ditanggung apabila tidak pakai bpjs buat pasien yang harus cuci darah betapa bpjs sangat membantu banget,1
bahagia ketika ada yang semakin sehat Ibu ini merasa sangat senang dengan adanya bpjs esehatan dia menjadi lebih tenang dalam proses pengobatan,1
bpjs kesehatan sangat membantu masyarakat mendapat layanan cuci darah di tengah wabah covid,1
kalian tahu ga sih dengan adanya jkn kis peserta bpjs kesehatan lancar menjalani cuci darah,1
anak saya keluar masuk rumah sakit sejak usia di bawah satu tahun tapi semuanya gratis berkat bpjs kesehatan jadi sedih mikirin nasib pasien cuci darah kalau sampai bpjs dihapus,1
rasa syukur yang teramat besar tiada henti terucap dari bibir ni made sri harisomawati syukur tersebut ia ucapkan khusus atas kehadiran program jaminan kesehatan nasional kis,1
malam tweeps di masa pandemi virus bpjs kesehatan ri tetap melayani peserta jkn kis seperti peserta dari bali yang menerima manfaat bpjs untuk cuci darah dua kali seminggu semoga masyarakat puas dengan pelayanan bpjs kesehatan,1
salah satu peserta besyukur dengan adanya jkn kis peserta bpjs kesehatan lancar menjalani cuci darah,1
puji tuhan bpjs kesehatan sangat bermanfaat bagi masyarakat semoga masyarakat sehat selalu,1
senang mendengar ibu wati bisa mendapatkan pelayanan kesehatan yang baik dari bpjs kesehatan semoga selalu diberikan kesehatan,1
ada artikel mengenai pasien dengan ada jkn kis peserta bpjs kesehatan lancar menjalani cuci darah dan Layanan bpjs kesehatan untuk kepuasan masyarakat,1
sore sore menemukan artikel kalau ada pasien dengan ada jkn kis peserta bpjs kesehatan lancar menjalani cuci darah dan Layanan bpjs kesehatan untuk kepuasan masyarakat terima kasih bpjs,1
dengan adanya jkn kis peserta bpjs kesehatan harisomawati lancar menjalani cuci darah seminggu dua kali sangat membantu,1
masya allah dengan adanya jkn kis peserta bpjs kesehatan lancar menjalani cuci darah sangat terbantu sekali semoga semuanya sehat selalu amin,1
walaupun dalam keadaan pandemi namun peserta bpjs kesehatan masih bisa menjalani cuci darah dengan lancar,1
ayah saya selalu saya wanti wanti jangan sampaik telat membayar bpjs niatkan amal diberi kesehatan oleh tuhan saya sudah bersyukur dan dengan saya membayar dapat membantu orang yang sedang sakit,1
kalau bpjs ketenagakerjaan mah masih bagus hitung hitung tabungan buat pensiun dan kalau kecelakaan kerja kita ikutin prosedur nya membantu banget tapi kalau bpjs kesehatan dipakai enggak dipotong setiap bulan bpjs kesehatan masih defisit terima kasih bpjs,1
sore gak dipungkiri masih banyak yang tertolong oleh bpjs kesehatan ri,1
dengan adanya kenaikan iuran diharapkan bpjs bisa memberikan pelayanan yang terbaik dukung bpjs kesehatan memberikan layanan terbaik untuk seluruh masyarakat indonesia,1
dengan iuran bpjs naik diharapkan bisa memberikan pelayanan dan fasilitas yang terbaik untuk warga Indonesia diharapkan peserta puas dengan layanan bpjs kesehatan kita juga bisa membantu mereka yang mempunyai penyakit berat,1
meskipun iuran bpjs naik masih relatif murah dibandingkan dengan kualitas penanganan yang diberikan layanan bpjs kesehatan untuk kepuasaan masyarakat indonesia,1
berkat adanya bpjs kesehatan peserta bpjs bisa melakukan cuci darah keberlanjutan bpjs untuk kebaikan bersama semoga bpjs tetap ada karena sangat membantu banyak orang,1
bersyukur dengan ada jkn kis peserta bpjs kesehatan lancar menjalani cuci darah seperti yang dialami tetangga saya yang lancar cuci darah tiga kali seminggu,1
dengan adanya jkn kis peserta bpjs kesehatan lancar mendapat layanan cuci darah di tengah wabah corona,1
semoga teman-teman penderita gagal ginjal selalu diberikan kelancaran dalam proses cuci darah di rumah sakit karena yang lain pun sudah merasakan manfaat bpjs kesehatan,1
barusan liat info bagi pengguna jkn kis bpjs kesehatan ternyata bisa menjalani cuci darah,1
dari obrolan mpo dan dokter diketahui pasien cuci darah mempunyai harapan hidup sampai usia dua puluh lima tahun bpjs kesehatan membantu pasien cuci darah dengan menanggung biaya perawatan,1
peserta puas dengan pelayanan bpjs kesehatan seperti yang dituturkan harisomawati salah satu pasien bpjs yang lancar menjalani cuci darah hingga saat ini,1
harisomawati adalah salah satu pasien jkn kis yang tetap rutin menjalani cuci darah dimasa pandemi ini baginya manfaat ikut serta jkn kis sangat luar biasa,1
meski wabah corona bpjs kesehatan tetap memberikan pelayanan terbaik untuk pasien jkn kis dalam menjalani cuci darah,1
semua dapat fasilitas pelayanan terbaik peserta jkn kis bpjs kesehatan apalagi seperti cuci darah ini,1
bersyukur berkat jkn kis peserta ini benar-benar merasakan manfaat dan keuntungannya dengan membayar iuran yang rutin bisa sampai cuci darah dua kali seminggu mantul,1
pengalaman menunggu ortu hemodialisis pembersihan darah jadi gak perlu panik semua dijamin lancar berkat jkn kis bpjs kesehatan,1
yuk terus dukung bpjs kesehatan memberikan layanan terbaik nyata loh kalau dengan adanya jkn kis peserta bpjs kesehatan jadi lancar menjalani cuci darah sebab ada prinsip gotong royong semua tertolong ini nih,1
bukti bahwa jkn kis sangat membantu masyarakat salah satunya ibu harisomawati ini melakukan cuci darah menggunakan jkn kis dengan gotong royong semua tertolong,1
harisomawati adalah salah satu peserta jkn kis yang merasakan manfaat luar biasa dari Program jkn kis meski masa pandemi tapi tetap lancar menjalani cuci darah,1
pasien peserta bpjs kesehatan yang menjalani cuci darah bersyukur lancar dengan adanya jkn kis mereka jadi terbantu menjalani pengobatan tanpa memikirkan biaya yang ada,1
banyak sekali yang merasakan manfaat bpjs kesehatan seperti ibu ini nih peserta jkn kis yang lancar menjalani cuci darah beliau merasa bersyukur karena bpjs kesehatan hadir untuk masyarakat,1
bersyukur semua peserta bpjs kesehatan lancar cuci darah dengan adanya jkn kis semoga mereka cepat sembuh,1
simak deh info penting ini dengan ada jkn kis peserta bpjs kesehatan lancar menjalani cuci darah bersyukur semoga pengguna terbantu ya,1
bersyukur dengan jkn kis dapat lancar menjalani cuci darah manfaat yang luar biasa buat peserta jkn kis bpjs kesehatan,1
dengan ada jkn kis peserta bpjs kesehatan lancar menjalani cuci darah ini merupakan kemudahan luar biasa dan pengeluaran paling besar pelayanan bpjs kesehatan,1
dengan adanya jkn kis peserta bpjs kesehatan lancar menjalani cuci darah,1
berkat bpjs kesehatan cuci darah bisa lancar di jalani dengan gotong royong semua tertolong,1
di tengah kondisi saat ini banyak pasien cuci darah bingung mau cuci darah tidak ada uang nah untung ada jkn kis yang sangat membantu peserta cuci darah jadi tidak ada halangan lagi,1
saya dan para ipar perempuan saat melahirkan terbantu sekali dengan  bpjs kesehatan padahal melahirkan tiga sampai lima tahun sekali gimana yang harus cuci darah tiap bulan atau periode ya pasti lebih terbantu,1
dengan ada jkn kis peserta bpjs kesehatan lancar menjalani cuci darah ikut senang dengernya semoga lekas sembuh ya mbak,1
jika harus menjalani cuci darah rutin maka biaya yang dibutuhkan pasti tidak sedikit ya tapi untunglah ada bpjs yang mengdilindungi biaya cuci darah sehingga pasien terbantu,1
bpjs kesehatan menolong rakyat ketika sakit seperti info dibawah ini peserta bpjs kesehatan lancar menjalani cuci darah,1
di tengah kondisi seperti ini pasien bpjs kesehatan pun masih lancar loh menjalani cuci darah tanpa hambatan apapun terima kasih bpjs kesehatan ri,1
karena bpjs kesehatan menolong rakyat ketika sakit itu nyata adanya baca aja berita dibawah tentang bagaimana pasien dapat layanan cuci darah di tengah wabah Corona tanggung biaya perawatan,1
selama delapan tahun ini saya menjalani pengobatan rutin cuci darah di rsud saiful anwar dan saya tidak perlu merasa khawatir terkait biaya pengobatannya semua didilindungi bpjs kesehatan saya bersyukur sekali,1
di tengah wabah bpjs kesehatan tetap menolong rakyat ketika sakit berikut salah satu kesaksian peserta yang lancar menjalani cuci darah,1
dulu suka main ke bagian penyakit dalam karena mama tugas di sana nah dapat curhatan dari pasien nih ada yang cerita kalo berkat dengan adanya jkn kis bpjs kesehatan jadi bisa rutin cuci darah,1
dengan bpjs kesehatan semua tertolong membantu dan membangun masyarakat,1
banyak sekali manfaat dari jkn kis seperti contohnya peserta bpjs kesehatan ini yang lancar menjalani cuci darah tanpa perlu memikirkan biaya yang mahal,1
bagi peserta bpjs kesehatan bisa kok lancar cuci darah manfaatkan adanya jkn kis,1
pak gimana itu masalah iuran bpjs kesehatan kan udah ada putusan mk tolong bilang sama jokowi jangan suka melanggar undang undang gimana rakyatnya ga pada sableng di ajarin yang ga bener,0
wujud nyata kinerja dari bpjs para peserta jkn kis menjalani cuci darah dengan lancar dari bpjs kesehatan dukung selalu dan dengan gotong royong semua tertolong,1
dengan adanya jkn kis peserta bpjs kesehatan lancar dalam menjalani program cuci darah dan beliau sangat bersyukur dengan adanya jkn kis,1
pro rakyat tapi harga bbm tarif listrik bpjs kesehatan bikin nangis,0
bayar tagihan kartu halo sm bpjs kesehatan kelas tiga tiap bulan aja saya masih suka vertigo dan gerd bikin pusing,0
biaya bpjs kesehatan segini aja jangan naik lagi kalo turun boleh karena bakalan memberatkan,0
pemimpin kita banyak tidak bermoral dari petinggi negara mengatur bbm harga aja ngak turun caplok freeport aja ngak mampu berikan jaminannya kesehatan pun ngak mampu,0
kalau pancasila itu ada air kita gak beli lapangan kerja gampan perusahaan saldonya nol karena gak ngejar harta karena harta titipan tuhan kalau pancasila ada masa iuran kesehatan naik,1
karena bpjs kesehatan cuci darah jadi mudah,0
miris bpjs naik di saat pandemi tak kunjung reda,0
akan saya mulai dari akhir biar enggak lupa jadi untuk orang yang bergantung kepada bpjs kesehatan seperti saya kalau istri mau melahirkan mending langsung ke rumah sakit aja deh jangan ke faskes pertama atau apapun namanya itu lah ya langsung ke rumah sakit aja biar ga susah ngurusinnya,0
cukainya ada kenaikan bisa deh tuh buat subsidi bpjs jadi sembari ngerokok juga beramal kalau mau ngomongin dampak buruk terhadap kesehatan toh minuman ringan juga gak lebih sehat dari rokok minuman berenergi apalagi tapi mereka bebas melenggang biar bpjs ga perlu naikin iuran dan memberatkan masyarakat,0
pendidikan gratis nyatanya tidak kesehatan gratis nyatanya bpjs banyak yang nunggak listrik di subsidi nyatanya diam diam naik merangkak pertamina tolak ukur yang bergejolak segalanya menjadi aneh dan memberatkan,0
bpjs ketenagakerjaan sama kesehatan aja lima ratus sendiri dan menghabiskan gaji,0
setiap kalimat kau bilang merdeka tapi buktinya yang namanya merdeka harus damai rakyat tidak sengsara kesehatan pekerjaan sudah dijamin negara ada bpjs malah ada kenaikan iuran nya ada kerjaan pake tka,0
tidak tepat iuran bpjs naik,0
pelayanan kesehatan kurang baik bpjs malah naik,0
harusnya tidak ada iuran bpjs harusnya kesehatan masyarakat ditanggung pemerintah,0
iya pak mentri itu mungkin harga bpjs yang sebenarnya di rs swasta bisa lebih mahal terima kasih pemerintah jokowi untuk kesehatan dan keselamatan rakyat dan bangsa,1
asli deh bosen banget ngadepin orang yang konsultasi sakit butuh periksa tapi bingung karena ga punya bpjs serius ya asuransi kesehatan itu penting karena akses ke pelayanan kesehatan itu kebutuhan utama inget ya jangan pernah menggampangkan aku ngasih tau sebelum kalian nyesel,1
negara bebas dong green cardbya terus kan keliatannya gonjreng aja gitu dengan propagandanya padahal mah sistem kesehatan bpjs aja engtidak ada,0
sebaiknya pemerintah berpikir keras memperbaiki sistem bpjs agar sejajar dengan pelayanan asuransi kesehatan yang ada agar tidak cuma dianggap menyumbang atau membantu rakyat tidak mampu oleh kebanyakan dokter tapi benar benar melayani semua labanget masyarakat dalam menerima fasilitas kesehatan,0
rencana kenaikan iuran bpjs kesehatan dinilai cacat hukum,0
di sini biaya kesehatan masih terbilang sangat terjangkau bahkan bpjs pun bisa dibilang sangat murah meski udah naik padahal manfaat banyak banget,1
pantes di serial new amsterdam diceritain gimana jeleknya sistem kesehatan di sana indonesia meski suka bete sama bpjs menuruntuku lebih baik mereka tidak punya dan mahal,1
kemaren sakit harus banget tes rapid mana mahal dan ga di tanggung bpjs jaga kesehatan semuanya,0
udah naikin tarif bpjs kesehatan masih mengeluh aja ditambah lagi nih menteri juga digaji pake uang rakyat,0
kenapa Iuran bpjs kesehatan naik saat daya beli masyarakat rendah menyulitkan saja,0
manfaat yang diterima peserta jaminan kesehatan nasional jkn jauh lebih banyak,1
kenaikan iuran bpjs kesehatan wajar dan terjangkau,1
kalau sampai segini lebih baik bpjs di bubarkan saja kita nabung tiap bulan segitu kali tujuh keluarga pasti bisa melindungi kesehatan keluarga,0
kalau iuran segini per orang mending gak usah ikut bpjs ikut asuransi lainnya malah lbh murah,0
bpjs kesehatan itu sebenarnya produk asuransi yang dipaksakan dan memberatkan masyarakat,0
iya bukan kalangan bawah saja menengah yang terancam miskin karena pandemi yang aku permasalahin kenapa harus sekarang ditengah pandemi yang notabene dari kaya sampai yang miskin kena imbas aku sendiri dari awal gak pake bpjs kesehatan sih karena emang bermasalah cuma pake bpjs ketenagakerjaan,0
anjing yang dipikirin nominal duit melulu lo tau ga bpjs itu hak kesehatan warga yang wajib diberikan oleh negara,0
begini jika pemerintah mata duitan iuran terus dinaikkan dan ngeberatin,0
udah bayar pajak udah bayar iuran bpjs masih juga kurang artinya harus ada terobosan baru bpjs harus lakukan transformasi digital secara radikal harus pakai pemikiran startup digital dalam lakukan hal tersebut untuk tingkatkan kesehatan masyarakat,0
bpjs memberikan kesehatan dan kemudahan bagi masyarakat,1
iuran bpjs sebagai pembenahan dalam kesehatan tentu dengan kenaikan bpjs pelayanan berbeda dengan sebelumnya agar bisa terus membantu mereka yang mempunyai penyakit berat,1
meskipun iuran bpjs kesehatan ada kenaikan defisit keuangan dinilai masih akan membayangi asuransi kesehatan milik pemerintah tersebut tapi nantinya akan membantu masyarakat yang membutuhkan,1
lebih terjangkau dalam menaikan tarif bpjs memperbaharui kesehatan iuran bpjs dan itu sesuai prosedur kesehatan,1
untuk memperbaiki sistem atau memperbaharui kesehatan tentu ada kenaikan dalam memperbaharui tatanan bpjs untuk semakin banyak membantu peserta jkn kis,1
kenaikan iuran bukan solusi atasi defisit bpjs kesehatan,0
bpjs kesehatan mengecewakan ribet dan kurang koordinasi kejadiannya pada minggu lalu istri saya keguguran dan harus di sesar menurut klinik utama handayani karena bpjs ga aktif,0
rakyat sudah susah disusahin lagi contohlah pemimpin yang sadis dan dzolim pada rakyatnya,0
cara mencekik pengusaha dan rakyatapiun sangat brutal setelah kenaikan bpjs kesehatan dibatalkan ma segera ganti ketua ma nya maka naiklah tuh pemerasan pd pengusaha dan rakyat sadis nggak sih gurauan Itu bernama iuran bpjs kesehatan,0
sentralisasi kesehatan membuat bpjs tekor semestinya setara puskesmas di kelola jamkesmas kab atau kota setara rsud di kelola jamkesmas prov setara rsup dikelola bpjs pusat atur persentasenya per pengelola layanan sesuai anggaran,0
pegawai di bpjs pakai bpjs juga ga sih masa iuran bpjs kesehatan naik lagi padahal udah ada putusan ma,0
bpjs kesehatan tuh pajak wajib bagi anggota sebelum mati terus aja kita bayar kalo udah mati baru berhenti bayar cie indonesia menyengsarakan rakyatnya,0
bener bener rezim pencekik rakyat kalo kenaikan iuran terjadi lagi,0
bpjs adalah bentuk subsidi kesehatan dari negara katanya tapi kalo gini ceritanya jadi ragu negara mau ngasih subsidi ke rakyatnya atau rakyat yang ngasih subsidi ke negara,0
oi bego sekarang ini darurat nya di bidang kesehatan seharusnya yang dibenahi itu ya dibidang kesehatan dulu baik bpjs dan penanganan covid bukan infrastruktur begini,0
ini modus jahat ini cara berpikir sesat di tengah kondisi masyarakat yang serba susah karena covid disisi lain terkait defisit bpjs kesehatan justru rakyatnya yang di korbankan,0
meski naik pemerintah tetap bantu subsidi iuran bpjs kesehatan,1
boleh aja iuran naik tapi abis itu semua pada mundur ganti yang mampu mengelola tata kelola nya yang ngga pernah beres iuran yang jadi alasan,0
ada yang tau kenapa kita wajib bayar bpjs perbulan untuk digunakan biaya kesehatan seolah olah dia mengharapkan kita sakit lalu kalau kita tidak sakit mau digunakan apa duit yang sudah kita bayar buat bayar pegawai bpjs,0
dibikin emosi sama bpjs kesehatan satu minggu dikerjain bolak balik sampai memutar memutar dari ujung kabupaten sampai ke ujung kota ditengah psbb dilayani dengan tidak jelas dan tidak bertanggung jawab,0
tidak semua orang cocok dengan bpjs  jadi orang orang mencari asuransi kesehatan swasta rata rata alasannya ingin mencari layanan yang cepat langsung dan optimal karena bpjs ribet dalam administrasi nya,0
kayak bpjs kesehatan nih gak mampu adaptasi sama revolusi industri akhirnya mengada ada,0
ini jerman agak agak sosialis sistem kesehatan dan asuransinya tinggal dateng aja gk perlu pake ribet Indonesia perlu gelut dulu kalau pake bpjs,0
memang sih ada bpjs tapi asuransi seperti pt prudential asuransi hidup prudential pt aia financial pt asuransi jiwa manulife indonesia dan axa mandiri bisa memberikan layanan kesehatan lebih cepat,0
pak jokowi ini cara bergotong royong yang benar ditengah pandemi bukan malah menaikan iuran bpjs ditengah darurat kesehatan melanda bangsa,0
waktu itu saya baru bayar dua bulan lalu saya harus operasi kecil sedangkan biaya operasinya kata dokter hampir tiga juta padahal saya baru bayar dua bulan tapi sudah bebas biaya terima kasih bpjs,1
cuci darah delapan tahun gatot berterima kasih ke peserta jkn kis,1
bermodal Kartu jkn kis saja persalinan bebas biaya sangat membantu banget,1
terserah aja anda bilang kalau nuduh orang ga benar anda fitnah orang saya nanya bpjs kesehatan iuran memberatkan masyarakat umum atau tidak hutang negara besar atau tidak mau nyari kerja aja susah malah diisi sama tk,0
udahlah bubarkan aja bpjs kesehatan nyusahin masyarakat doang bisanya,0
kalau boleh sih pindah ke jaminan kesehatan swasta bpjs mau kelas berapapun di mata rumah sakit dianggap pasien yang bayarnya ngutang karena pembayaran bpjs dari Pemerintah ke rumah sakit aja sering telat,0
kenaikan iuran bpjs kesehatan dinilai cederai kemanusiaan,0
bagus kalau hasilnya buat bayarin utang bpjs kesehatan biar iuran gak jadi naik karena kalau naik pasti memberatkan masyarakat,0
bubarin aja lah susah amat masyarakat juga ga semuanya memanfaatkan manfaat adanya bpjs kesehatan ini kalau boleh jujur lebih bermanfaat bpjs ketenagakerjaan orang biasa juga bs daftar sebagai pekerja mandiri dan manfaat belakangan nya lbh terasa kayak kita,0
geruduk dirut bpjs kesehatan kalo memang kenaikan iuran berpihak ke masyarakat,0
yang pasti sudah ketauan siapa yang memainkan tarif bpjs kesehatan,0
bpjs sangat membantu jika dihitung iuran yang kita bayar tidak sebanding jik kita melakukan perawatan biaya rumah sakit sudah mahal bersyukurlah pemerintah masih memberikan perhatian kesehatan kita,1
kenaikan iuran bpjs kesehatan diharapkan dapat memperbaiki layanan kesehatan idi menilai sulit dilakukan bila bayaran ke fasilitas kesehatan masih sama saja,0
dpr nilai pemerintah manfaatkan sosial distancing untuk loloskan kenaikan iuran bpjs kesehatan,0
bpjs bukan perusahaan yang harus mencari keuntungan tapi perusahaan yang menjalankan kewajiban negara berupa jaminan kesehatan kepada masyarakat,0
sebaiknya bpjs dibubarkan aja kembali sistem awal  kesehatan rakyat diurus oleh pemda masing karena sangat merugikan masyarakat,0
teman saya pasang pen tulang belakang di rs fatmawati dengan bpjs kesehatan gratis bolak balik jadi bermanfaat,1
inikan asuransi sejenisnya bukankah yang nanggung kesehatan itu negara kok sekarang malah rakyat yang di pasung atas nama bpjs,0
bpjs kesehatan naik jumlah kasus covid naik harga sembako naik yang menurun apa,0
membantu rakyat saat covid salah satunya menurunkan bbm pak boro boro turun malah naikin iuran bpjs negara apa sih ini,0
harusnya negara menjamin kesehatan dengan menggratiskan iuran kesehatan ini malah iuran terus naik,0
saya ga terlalu mengkhayal pemerintah akan memberikan pelayanan kesehatan secara gratis apa yang diberikan sekarang oleh bpjs sudah sangat puas dengan segala kelebihan maupun kekurangannya,1
kenaikan iuran bpjs kesehatan dinilai sengsarakan rakyat pa dua satu dua akan gugat jokowi,0
naikkan iuran bpjs kesehatan pemerintah akali putusan ma dan tak punya empati terhadap kesulitan rakyat,0
ini hampir gila sepertinya menunjukkan habis pandemi rumah sakit jiwa akan penuh pasien jangan jangan alasan pemerintah naikkan iuran bpjs karena ini alokasi anggaran sebagian besar diproyeksikan untuk kesehatan jiwa padahal tanpa disadari dengan ada kenaikan iuran sudah membuat gila masyarakat,0
buat nutup defisit bpjs kesehatan rakyat diperas tapi lima koma enam trilyun untuk setoran abal abal,0
apalagi dengan pelayanan bpjs yang buruk itu sendiri kalo berobat ke rumah sakit mending pake asuransi swasta kalo iuran kelas satu dan dua nya segitu bisa diturunin tapi mesti setahun dulu di kelas itu lah saya aja sampai tidak mau urus jadi mandiri sejak mengundurkan diri tapi mesti harus jaga kesehatan aja,0
mengapa negara seolah merenggut hak rakyatnya polemik mengenai iuran bpjs kesehatan tak kunjung usai,0
tandanya pemerintah tidak ada solusi kesejahteraan kesehatan rakyat diabaikan malah disuruh turun kelas katanya bpjs kesehatan defisit tidak ada duit kalau masyarakat turun kelas nanti uang untuk nutupi kekurangannya dari mana kok jd keliatan akal akalan,0
mending pindah saja ke asuransi swasta jika begitu bu sri karena bpjs tiap ke rs pasti susah suka tidak ada ruangan,0
tak berperasaan itu yang tergambar pada kebijakan jokowi naikan iuran bpjs kesehatan,0
bahasanya hebat banget kok malah rakyat yang harus selamatkan bpjs terus dimana peran negara dan pemerintah untuk menyelamatkan rakyatnya serba terbalik,0
bpjs itu kewajiban negara dalam penyediaan fasilitas Kesehatan jangan alihkan dana prakerja yang aslinya banyak membantu masyarakat dari insentifnya daripada ambil hak rakyat lagi suruh ambil hak pejabat lembaga tinggi negara dan daerah,0
yang perlu kalian perhatikan adalah bpjs sebagai jaminan kesehatan rakyat ini sedang mengalami defisit dan hal yang wajar bagi pemerintah menyelamatkan nya yang artinya nanti menyelamatkan kepentingan rakyat juga jernih lah secara berpikir bukan tendensius terus,1
bpjs naik langsung pake korelasi dengan budget orang yang ngerokok eh coy yang ikutan bpjs kesehatan gak semua ngerokok juga goblok,0
sebaiknya bpjs dibubarkan aja kesehatan rakyat urusan pemda masing masing biar tidak timpang,0
kalau pemerintah nge gurauan gini rakyat mau berbuat apa udah sakaratul maut mungkin ya bpjs kesehatan sudah batal naik dipaksa naik juga akhirnya kebesaran gaji karyawannya mungkin,0
menaikan iuran bpjs kesehatan dinilai jatuhkan marwah mahkamah agung,0
pemerintah tak memiliki empati kepada masyarakat,0
yang perlu disadari pemerintah berusaha memberikan jaminan kesehatan belum sepenuhnya betul saat ini sudah banyak yang merasakan manfaat jika dibiarkan terus defisit ya galau juga untuk itu dibuatkan skema subsidi hanya untuk kelas tiga,1
tidak setuju di saat rakyat kesusahan justru pemerintah ada kenaikan iuran kesehatan kami korban phk pak kami tidak sakit justru menjadi sakit stres akibat kenaikan bpjs,0
presiden joko widodo tidak patuhi putusan mahkamah agung soal bpjs kesehatan,0
dalam masa sulit ini pemerintah nekat menaikan iuran bpjs kesehatan dimana rasa keberpihakan kepada rakyat,0
pemerintah tidak peka dan terbukti tuna empati dengan situasi masyarakat yang sedang dilanda pandemi wabah covid dimana masyarakat sedang susah dan menderita namun justru menaikan iuran bpjs kesehatan,0
kenaikan iuran bpjs kesehatan untuk menghindari defisit anggaran selain itu kenaikannya juga diprediksi akan meningkatkan fasilitas kesehatan para peserta pahami dulu jangan asal meluapkan postingan provokatif,1
saya sangat puji syukur dengan adanya bpjs kesehatan ini ayah saya sempat dirawat di rumah sakit jantung harkit selama dua puluh lima hari ditanggung semua oleh bpjs kesehatan sejak awal ikut serta di program ini dari pertengahan tahun dua ribu empat belas karena didaftarkan tempat kerja,1
saya sepakat pemikiran anda saya peserta bpjs kelas satu bersyukur masih dikasih kesehatan jadi biar yang lain yang butuh yang manfaatkan senang bisa bergotong royong membantu yang membutuhkan,1
padahal ma sudah batalkan kenaikan iuran bpjs kesehatan kenapa malah presiden dengan seenaknya menaikan,0
kenaikan iuran bpjs kesehatan jokowi tak rasional,0
udah gak jelas banget lagi pandemi malah naikin iuran bpjs kesehatan,0
untuk sebuah asuransi kesehatan bpjs itu murah sangat dan bermanfaat,1
mending iuran naik kalau bpjs kesehatan bubar kita akan kembali ke era dimana orang miskin dilarang sakit,1
disaat negara hadir untuk pelayanan kesehatan tentunya perlu disambut peran aktif dari rakyat coba jika bpjs dihapus karena masalah defisit yang turun temurun gimana nasib mereka yang mempunyai penyakit berat,1
tujuan bpjs diadakan bukan ladang pendapatan tapi untuk kesehatan rakyat,0
kenapa bpjs naik karena bpjs kesehatan terus mengalami defisit dan kenaikan iuran hanya menjadi salah satu cara mengurangi defisit padahal manfaat sudah terasa,1
